 Mortalidade - Brasil,,,,,,,,,,,,,,,,,,,,,
�bitos p/Ocorr�nc por Munic�pio e Ano do �bito,,,,,,,,,,,,,,,,,,,,,
Categoria CID-10: X93   Agressao disparo de arma de fogo de mao, X94   Agressao disparo arma fogo de maior calibre, X95   Agressao disparo outr arma de fogo ou NE,,,,,,,,,,,,,,,,,,,
Per�odo:1996-2015,,,,,,,,,,,,,,,,,,,,,
Munic�pio,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
320316 Laranja da Terra,-,1,-,1,-,1,1,-,2,-,-,2,2,-,-,-,1,1,2,-,14
320320 Linhares,13,18,16,21,19,29,42,38,43,55,73,97,77,91,52,52,51,72,66,65,990
320330 Manten�polis,-,1,-,-,1,1,-,1,3,-,-,-,2,5,2,1,2,1,2,1,23
320332 Marata�zes,-,-,-,1,2,2,4,2,3,3,5,4,4,7,7,2,3,1,3,4,57
320334 Marechal Floriano,1,5,4,2,-,2,2,1,2,3,2,-,2,1,3,-,2,-,-,2,34
320335 Maril�ndia,1,-,-,1,-,2,-,-,-,1,1,-,-,-,1,-,-,-,-,-,7
320340 Mimoso do Sul,1,1,2,1,1,-,1,3,-,2,1,1,2,1,-,1,3,1,1,2,25
320350 Montanha,1,-,1,3,-,1,-,-,3,1,3,-,2,2,2,2,2,1,1,3,28
320360 Mucurici,-,-,-,-,-,-,1,-,1,1,-,1,-,1,-,1,-,-,1,-,7
320370 Muniz Freire,2,4,-,1,3,1,-,-,3,1,3,2,2,1,1,2,1,1,-,1,29
320380 Muqui,-,-,-,2,1,-,1,1,1,-,1,-,1,1,1,-,-,1,-,-,11
320390 Nova Ven�cia,-,-,1,-,2,1,-,7,2,4,2,3,4,2,3,2,1,5,7,9,55
320400 Pancas,7,3,9,6,7,5,9,5,1,3,-,1,5,7,4,5,1,4,6,2,90
320405 Pedro Can�rio,9,5,4,-,2,9,11,12,11,7,6,7,7,14,13,16,7,6,11,10,167
320410 Pinheiros,6,1,4,5,7,2,-,2,1,1,2,2,5,3,6,22,20,18,9,13,129
320420 Pi�ma,-,-,-,1,1,-,1,-,2,1,1,1,3,6,2,4,11,2,3,12,51
320425 Ponto Belo,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,3,-,2,8
320430 Presidente Kennedy,-,-,1,2,-,-,-,-,1,1,2,-,-,1,-,1,-,1,-,1,11
320435 Rio Bananal,-,1,-,-,1,-,1,1,2,-,-,-,1,-,-,1,2,-,2,1,13
320440 Rio Novo do Sul,-,-,1,1,-,-,-,-,1,1,1,-,-,-,1,-,2,3,-,1,12
320450 Santa Leopoldina,1,1,2,2,-,3,-,1,-,-,1,-,-,-,1,2,1,1,-,2,18
320455 Santa Maria de Jetib�,2,2,1,1,4,2,2,-,1,2,1,1,3,2,-,2,-,3,-,1,30
320460 Santa Teresa,2,1,1,1,1,3,-,1,1,-,5,2,3,-,-,1,2,-,-,2,26
320465 S�o Domingos do Norte,-,-,-,-,1,-,1,1,1,1,-,-,-,2,-,1,2,2,1,3,16
320470 S�o Gabriel da Palha,2,1,3,-,1,5,1,5,2,3,-,1,3,4,6,3,4,9,5,13,71
320480 S�o Jos� do Cal�ado,-,-,-,1,-,1,1,-,1,1,-,4,1,1,1,-,-,-,-,-,12
320490 S�o Mateus,12,4,11,16,12,9,9,10,18,16,19,34,44,56,48,48,57,57,47,75,602
320495 S�o Roque do Cana�,-,-,-,1,-,-,-,-,-,1,-,-,1,-,1,1,1,-,-,1,7
320500 Serra,134,256,342,317,273,297,347,320,358,287,296,320,357,343,320,346,315,320,307,292,6147
320501 Sooretama,-,1,-,-,1,2,2,2,2,5,3,-,5,11,8,17,8,12,13,8,100
320503 Vargem Alta,1,-,-,2,-,1,1,2,-,-,2,3,5,3,3,1,-,1,1,-,26
320506 Venda Nova do Imigrante,1,2,-,-,2,1,1,1,-,1,-,1,2,1,1,-,1,1,1,-,17
320510 Viana,12,23,38,26,33,13,20,20,25,30,36,45,30,27,23,20,23,26,15,16,501
320515 Vila Pav�o,1,-,-,-,1,-,-,1,-,1,-,1,1,-,1,-,2,-,-,1,10
320517 Vila Val�rio,-,1,-,2,-,2,1,-,1,3,-,1,3,3,3,5,2,3,3,8,41
320520 Vila Velha,116,169,194,166,151,155,175,185,159,151,201,212,211,271,200,192,187,180,207,146,3628
320530 Vit�ria,144,224,223,254,185,194,204,179,202,217,230,208,194,194,194,165,163,153,142,82,3751
330010 Angra dos Reis,38,31,24,43,39,63,76,68,62,79,54,62,69,59,55,67,41,51,69,81,1131
330015 Aperib�,1,-,-,1,-,1,3,-,-,-,1,-,-,-,-,1,1,-,3,1,13
330020 Araruama,6,22,23,19,12,28,21,20,48,32,49,55,34,38,31,30,41,51,38,53,651
330022 Areal,4,1,1,1,1,3,2,3,2,-,1,-,2,2,-,-,-,2,-,-,25
330023 Arma��o dos B�zios,-,10,7,12,6,11,11,7,8,13,20,20,24,16,11,10,14,8,15,9,232
330025 Arraial do Cabo,5,1,4,4,12,6,10,8,8,9,10,5,3,14,5,3,2,1,6,3,119
330030 Barra do Pira�,7,11,11,11,9,17,6,18,17,11,7,6,12,3,7,11,8,8,13,11,204
330040 Barra Mansa,45,46,60,64,53,43,67,38,44,43,36,34,28,41,31,32,26,28,28,27,814
330045 Belford Roxo,260,264,146,183,163,289,265,172,253,232,191,229,163,62,151,138,129,192,164,102,3748
330050 Bom Jardim,5,-,4,-,1,2,6,10,1,3,5,1,-,2,3,3,2,-,1,1,50
330060 Bom Jesus do Itabapoana,2,1,1,1,1,-,1,3,3,-,1,-,1,-,1,1,-,1,1,-,19
330070 Cabo Frio,43,55,47,81,89,87,68,98,86,108,102,108,109,124,82,83,105,99,150,119,1843
330080 Cachoeiras de Macacu,7,10,5,17,23,13,16,21,16,27,14,14,10,5,3,4,5,4,7,2,223
330090 Cambuci,3,-,1,2,2,1,1,-,1,2,2,1,-,-,1,-,-,-,1,1,19
330100 Campos dos Goytacazes,80,64,92,106,124,113,152,137,111,148,151,138,177,215,166,151,188,176,193,157,2839
330110 Cantagalo,-,-,3,1,1,2,2,-,2,3,4,5,1,1,6,-,1,3,6,3,44
330093 Carapebus,-,1,3,2,5,5,4,3,6,2,5,2,3,2,3,3,3,1,4,4,61
330115 Cardoso Moreira,-,1,-,-,2,1,2,2,2,1,4,4,4,4,5,2,-,1,2,1,38
330120 Carmo,2,-,3,-,-,-,-,-,2,-,1,1,3,-,1,1,1,-,3,-,18
330130 Casimiro de Abreu,1,2,4,3,2,2,4,1,6,8,14,9,7,8,7,9,4,10,8,10,119
330095 Comendador Levy Gasparian,2,-,-,-,1,1,2,2,-,5,1,2,1,-,-,1,-,1,-,-,19
330140 Concei��o de Macabu,1,1,-,4,7,7,6,2,5,9,7,9,8,5,6,6,4,9,10,5,111
330150 Cordeiro,4,1,-,1,1,1,-,-,2,1,-,1,2,1,-,1,-,-,-,-,16
330160 Duas Barras,-,-,-,-,1,-,1,1,1,1,-,-,2,3,-,-,-,1,-,-,11
330170 Duque de Caxias,472,525,584,549,461,488,464,508,509,619,460,321,362,328,307,279,332,308,244,197,8317
330180 Engenheiro Paulo de Frontin,2,4,-,2,4,-,1,2,1,2,1,-,-,1,-,-,1,-,-,-,21
330185 Guapimirim,12,8,13,14,14,8,17,23,22,13,8,16,3,7,6,9,13,10,18,17,251
330187 Iguaba Grande,-,1,3,2,2,4,2,4,2,3,4,8,5,6,8,1,4,2,3,1,65
330190 Itabora�,149,111,100,142,119,96,147,147,130,133,128,131,91,69,86,48,50,66,60,52,2055
330200 Itagua�,82,44,42,46,36,38,73,84,66,68,61,67,49,27,45,30,52,51,47,45,1053
330205 Italva,-,1,2,-,1,-,2,-,1,1,2,3,2,-,-,1,-,2,-,-,18
330210 Itaocara,2,2,8,7,3,4,1,3,-,2,1,-,5,2,3,4,3,3,8,6,67
330220 Itaperuna,23,17,9,8,17,15,11,18,15,23,23,35,23,28,20,15,10,13,9,4,336
330225 Itatiaia,2,1,7,1,2,3,8,4,5,4,3,2,3,4,4,4,6,8,2,5,78
330227 Japeri,26,44,57,10,15,39,48,36,29,34,35,34,19,5,45,33,35,29,37,37,647
330230 Laje do Muria�,1,1,1,-,-,2,-,-,-,1,1,-,-,-,1,-,1,-,1,-,10
330240 Maca�,29,21,20,33,72,87,117,103,133,98,116,130,95,64,91,73,68,67,81,69,1567
330245 Macuco,-,-,1,1,2,-,1,1,1,1,1,-,1,-,-,-,1,-,1,1,13
330250 Mag�,67,80,48,56,50,82,56,85,74,102,85,55,39,49,48,57,57,42,73,36,1241
330260 Mangaratiba,7,5,10,4,9,2,9,6,5,10,3,8,6,11,12,7,17,20,20,10,181
330270 Maric�,33,51,30,35,39,37,59,30,26,45,27,33,35,42,18,25,21,26,39,34,685
330280 Mendes,2,3,4,-,2,-,2,-,-,-,1,-,2,-,1,1,1,-,2,1,22
330285 Mesquita,-,-,-,-,-,45,61,33,56,68,51,44,36,21,47,21,32,23,36,39,613
330290 Miguel Pereira,3,6,2,5,4,1,3,10,6,2,2,4,3,1,2,5,10,2,5,2,78
330300 Miracema,-,3,1,3,-,1,-,-,-,2,-,2,1,-,2,1,1,4,2,3,26
330310 Natividade,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2
330320 Nil�polis,79,104,86,92,91,76,79,68,86,70,87,70,69,19,47,41,23,17,41,32,1277
330330 Niter�i,341,369,324,372,282,163,198,210,226,257,214,158,93,91,151,115,112,112,55,86,3929
330340 Nova Friburgo,32,32,25,44,61,96,60,53,26,56,38,57,46,33,19,12,18,14,11,13,746
330350 Nova Igua�u,584,559,623,601,630,542,561,590,506,474,422,405,294,246,347,333,349,422,390,345,9223
330360 Paracambi,4,9,2,9,3,3,7,10,5,7,1,2,-,4,3,-,4,4,12,19,108
330370 Para�ba do Sul,7,6,4,6,3,8,4,4,5,2,3,2,1,2,5,1,6,2,4,2,77
330380 Paraty,3,1,2,5,3,13,18,10,16,20,15,12,18,23,13,15,23,24,25,19,278
330385 Paty do Alferes,2,4,2,7,2,5,8,5,3,2,1,4,-,-,3,2,5,1,3,1,60
330390 Petr�polis,52,34,47,37,35,29,23,28,19,18,23,24,27,20,18,10,13,5,11,9,482
330395 Pinheiral,-,1,2,2,4,2,4,6,7,2,2,2,-,-,3,2,2,5,2,-,48
330400 Pira�,13,1,4,4,9,10,7,4,1,6,-,4,5,-,-,3,1,-,-,2,74
330410 Porci�ncula,1,1,3,-,-,2,1,-,1,1,1,1,1,1,-,-,-,-,-,1,15
330411 Porto Real,-,2,-,1,3,2,-,1,2,1,2,4,2,1,5,-,2,3,4,5,40
330412 Quatis,-,-,-,-,-,-,-,2,-,-,1,-,-,2,-,1,1,-,3,3,13
330414 Queimados,80,74,105,56,49,74,58,77,82,58,57,43,46,15,38,27,35,38,67,75,1154
330415 Quissam�,1,-,-,1,-,1,1,2,3,-,2,3,5,1,-,2,3,6,2,4,37
330420 Resende,16,22,28,13,28,32,43,47,24,39,34,28,32,30,34,28,35,41,22,28,604
330430 Rio Bonito,13,15,9,11,11,15,6,8,9,16,5,14,5,1,6,6,3,3,6,-,162
330440 Rio Claro,1,3,2,-,2,1,3,3,1,6,3,1,3,2,1,1,1,5,2,2,43
330450 Rio das Flores,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,1,-,-,1,6
330452 Rio das Ostras,3,6,14,13,24,21,22,16,42,20,29,35,22,28,30,19,40,35,36,38,493
330455 Rio de Janeiro,2432,2549,2596,2495,2760,2678,2951,2762,2690,2164,2358,1889,1634,1615,1443,1146,997,966,896,825,39846
330460 Santa Maria Madalena,1,1,1,-,-,-,-,-,2,-,2,-,-,-,4,2,-,1,-,1,15
330470 Santo Ant�nio de P�dua,3,5,5,1,-,1,1,1,5,2,-,2,-,1,2,-,2,2,9,7,49
330480 S�o Fid�lis,5,6,8,8,8,6,7,3,3,2,2,3,1,6,1,3,3,1,1,1,78
330475 S�o Francisco de Itabapoana,-,2,1,5,1,2,8,3,5,5,6,7,7,24,11,3,4,6,18,11,129
330490 S�o Gon�alo,529,484,237,421,331,215,342,301,261,388,421,351,288,310,337,261,247,286,291,257,6558
330500 S�o Jo�o da Barra,5,1,3,1,3,2,5,3,4,3,-,3,7,13,11,6,9,7,15,7,108
330510 S�o Jo�o de Meriti,200,219,259,115,138,218,217,218,180,161,181,185,124,81,123,80,113,101,146,102,3161
330513 S�o Jos� de Ub�,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,3
330515 S�o Jos� do Vale do Rio Preto,-,-,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4
330520 S�o Pedro da Aldeia,18,10,17,13,22,35,32,32,22,39,32,34,33,20,21,33,30,30,37,35,545
330530 S�o Sebasti�o do Alto,-,2,1,2,-,2,-,1,2,3,3,1,-,2,-,2,-,1,2,1,25
330540 Sapucaia,2,1,-,2,1,2,3,4,-,1,1,-,1,-,-,-,1,2,-,-,21
330550 Saquarema,20,7,17,12,15,17,14,27,38,30,35,41,25,13,7,13,7,11,17,9,375
330555 Serop�dica,-,20,29,36,27,41,47,37,33,28,28,7,19,8,12,13,18,15,37,27,482
330560 Silva Jardim,7,6,4,5,5,2,9,11,3,6,4,7,5,8,1,2,1,2,2,2,92
330570 Sumidouro,1,-,-,-,-,-,-,1,1,-,-,-,1,1,1,-,-,-,1,-,7
330575 Tangu�,-,8,5,9,6,8,7,5,13,11,5,6,6,5,5,1,1,-,-,2,103
330580 Teres�polis,17,14,21,17,21,18,17,22,19,20,8,9,11,14,14,5,15,5,12,9,288
330590 Trajano de Moraes,2,1,-,-,-,1,-,-,1,2,-,-,1,2,-,-,1,-,1,1,13
330600 Tr�s Rios,18,21,10,10,15,25,13,20,15,18,17,8,7,10,3,5,2,2,6,3,228
330610 Valen�a,-,2,2,2,6,3,4,3,2,7,1,2,-,2,5,2,1,4,4,4,56
330615 Varre-Sai,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
330620 Vassouras,2,6,1,6,7,1,16,8,3,1,2,3,3,3,2,3,3,-,2,11,83
330630 Volta Redonda,111,117,100,98,119,113,91,63,71,72,67,80,60,86,71,45,51,59,52,29,1555
330000 Munic�pio ignorado - RJ,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
350010 Adamantina,-,1,-,1,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,8
350030 Agua�,-,-,2,-,3,-,2,5,5,1,-,4,1,2,1,1,-,2,2,-,31
350040 �guas da Prata,-,-,-,-,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,4
350050 �guas de Lind�ia,-,1,2,-,-,1,2,1,-,1,1,-,1,-,-,4,1,1,1,-,17
350055 �guas de Santa B�rbara,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
350070 Agudos,-,4,2,1,2,1,-,5,2,1,3,-,-,1,-,-,1,-,1,-,24
350075 Alambari,-,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4
350090 Altair,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,3
350100 Altin�polis,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,3
350110 Alto Alegre,-,-,-,1,-,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,5
350115 Alum�nio,-,-,1,-,-,2,-,1,4,2,-,1,1,1,-,-,1,-,1,-,15
350130 �lvares Machado,-,1,-,-,4,3,-,1,-,4,1,1,1,1,-,1,1,-,-,1,20
350140 �lvaro de Carvalho,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1
350160 Americana,-,11,11,16,10,13,9,5,15,10,12,8,6,8,6,11,11,8,7,7,184
350170 Am�rico Brasiliense,-,-,-,1,1,-,-,1,-,3,-,-,2,1,1,1,1,1,2,-,15
350180 Am�rico de Campos,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,2
350190 Amparo,-,2,1,2,3,1,-,2,6,3,2,4,3,4,3,4,3,4,2,1,50
350200 Anal�ndia,-,-,-,2,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,5
350210 Andradina,-,7,7,3,4,15,6,2,3,10,1,3,3,4,10,6,4,5,6,-,99
350220 Angatuba,-,-,2,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,7
350230 Anhembi,-,1,-,2,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,6
350250 Aparecida,-,1,1,1,4,4,3,7,7,4,5,5,7,8,5,11,9,3,3,4,92
350260 Aparecida d'Oeste,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3
350270 Apia�,-,2,1,-,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,7
350275 Ara�ariguama,-,-,-,2,3,2,2,6,2,6,2,1,5,4,4,4,9,4,3,2,61
350280 Ara�atuba,-,10,29,23,31,37,26,33,41,33,42,20,19,15,20,10,15,15,29,27,475
350290 Ara�oiaba da Serra,-,-,-,-,-,2,1,4,2,2,1,3,3,2,3,5,1,1,-,1,31
350300 Aramina,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,3
350310 Arandu,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,3
350315 Arape�,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,3
350320 Araraquara,-,3,14,18,24,20,34,25,26,14,19,4,8,12,6,8,21,7,3,11,277
350330 Araras,-,3,8,4,6,10,8,20,16,11,5,4,4,5,1,1,8,7,3,7,131
350335 Arco-�ris,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
350340 Arealva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
350350 Areias,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,2
350360 Arei�polis,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,4
350380 Artur Nogueira,-,1,-,1,3,4,2,7,8,1,-,1,3,6,2,2,1,1,1,2,46
350390 Aruj�,-,8,8,11,36,31,12,14,10,12,10,15,12,4,5,10,12,8,7,14,239
350400 Assis,-,13,15,13,13,7,11,7,13,8,7,1,4,10,1,5,5,5,4,2,144
350410 Atibaia,1,3,6,14,18,10,14,27,21,25,19,17,24,17,15,15,7,1,12,12,278
350420 Auriflama,-,-,-,-,1,-,-,1,-,2,-,2,-,-,-,-,-,1,-,-,7
350430 Ava�,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
350440 Avanhandava,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,3
350450 Avar�,-,4,1,2,1,6,9,11,7,9,4,5,2,1,1,1,3,1,3,3,74
350460 Bady Bassitt,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,4
350480 B�lsamo,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
350490 Bananal,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,5
350500 Bar�o de Antonina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
350520 Bariri,-,-,-,1,-,1,-,1,2,-,-,-,-,1,-,2,-,-,-,-,8
350530 Barra Bonita,-,-,-,1,1,1,1,2,-,1,-,-,-,1,-,1,-,-,-,-,9
350535 Barra do Chap�u,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
350540 Barra do Turvo,1,1,-,-,-,4,2,-,1,2,-,-,-,1,2,1,1,1,2,1,20
350550 Barretos,-,-,1,1,2,4,2,2,3,1,2,3,7,3,5,7,3,6,1,5,58
350560 Barrinha,-,-,-,4,3,3,3,9,6,2,-,-,-,-,-,-,3,4,2,3,42
350570 Barueri,1,13,16,36,59,74,47,65,43,43,22,15,18,18,16,12,18,14,18,19,567
350580 Bastos,-,-,1,-,1,1,1,-,-,-,-,1,-,1,-,1,-,1,-,-,8
350590 Batatais,-,-,1,1,3,3,8,2,7,6,1,-,-,-,2,-,-,-,1,-,35
350600 Bauru,-,19,26,33,16,24,11,33,34,25,20,13,23,21,21,21,21,13,19,25,418
350610 Bebedouro,1,5,2,-,1,2,1,1,1,1,-,-,1,2,-,2,3,4,1,2,30
350620 Bento de Abreu,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
350630 Bernardino de Campos,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,4
350635 Bertioga,-,-,1,-,2,9,4,6,6,-,5,1,6,3,1,2,3,4,9,5,67
350640 Bilac,-,-,2,-,2,2,-,-,-,-,1,-,-,-,-,-,1,-,-,1,9
350650 Birigui,-,1,14,9,15,18,17,13,18,22,16,10,6,5,5,10,10,4,8,8,209
350660 Biritiba-Mirim,-,-,-,-,-,1,-,1,-,2,1,-,-,-,-,-,1,-,1,2,9
350670 Boa Esperan�a do Sul,-,-,-,1,-,1,-,-,-,3,-,-,-,-,-,1,-,1,1,-,8
350680 Bocaina,-,1,-,-,-,2,-,-,-,-,1,1,-,-,1,-,-,1,-,1,8
350690 Bofete,-,-,2,-,-,-,-,-,2,1,-,-,-,-,-,2,-,-,-,-,7
350700 Boituva,-,1,-,-,-,3,5,6,4,3,2,1,1,3,2,1,5,1,1,-,39
350710 Bom Jesus dos Perd�es,-,-,2,-,2,3,4,-,1,2,2,-,-,-,1,-,2,-,1,1,21
350715 Bom Sucesso de Itarar�,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1
350720 Bor�,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
350740 Borborema,-,-,-,-,-,1,-,-,1,2,-,-,-,-,1,-,-,-,-,-,5
350750 Botucatu,-,7,5,15,11,14,25,16,16,6,21,7,7,4,4,8,2,6,9,4,187
350760 Bragan�a Paulista,-,9,8,13,11,7,14,7,9,17,9,7,10,5,5,5,5,10,9,1,161
350770 Bra�na,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,2
350775 Brejo Alegre,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,4
350780 Brodowski,-,-,-,-,3,1,3,-,-,-,-,2,-,-,1,-,-,-,-,-,10
350790 Brotas,-,1,-,1,-,-,-,-,-,2,-,-,-,-,-,-,1,2,1,-,8
350800 Buri,-,1,1,-,-,-,-,-,1,-,1,-,1,2,-,1,2,3,2,1,16
350810 Buritama,-,-,1,2,1,1,-,-,-,-,1,2,1,-,2,2,2,1,1,1,18
350820 Buritizal,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,3
350830 Cabr�lia Paulista,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,2
350840 Cabre�va,-,2,1,4,3,3,9,11,8,1,5,2,2,-,2,2,4,8,1,3,71
350850 Ca�apava,-,6,11,9,13,11,12,22,23,8,15,9,6,13,5,10,9,6,5,9,202
350860 Cachoeira Paulista,-,1,2,-,-,2,5,1,3,1,-,-,-,1,2,2,2,3,2,2,29
350870 Caconde,-,-,-,-,-,2,1,3,-,-,1,-,-,-,1,-,-,-,-,-,8
350880 Cafel�ndia,-,-,1,2,-,1,-,-,1,-,-,-,2,-,1,3,1,-,-,-,12
350900 Caieiras,1,3,2,1,10,15,8,9,8,5,15,9,7,10,7,5,6,9,5,5,140
350910 Caiu�,-,1,-,1,-,-,-,2,1,-,1,-,-,-,1,-,1,-,-,-,8
350920 Cajamar,-,2,13,11,3,6,5,10,10,7,8,9,4,10,2,14,6,3,10,5,138
350925 Cajati,-,-,2,4,1,1,-,1,-,1,2,1,1,3,1,-,2,1,-,-,21
350930 Cajobi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
350940 Cajuru,-,-,-,-,1,4,2,-,1,2,-,1,-,-,-,-,-,1,1,-,13
350945 Campina do Monte Alegre,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
350950 Campinas,6,270,387,501,474,484,426,434,310,158,157,122,128,115,139,116,107,118,153,115,4720
350960 Campo Limpo Paulista,-,3,4,6,-,4,8,11,11,5,7,8,4,3,2,1,1,9,6,6,99
350970 Campos do Jord�o,-,2,2,1,2,2,4,-,3,8,6,9,5,5,6,1,4,3,1,1,65
350980 Campos Novos Paulista,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2
350990 Canan�ia,-,-,-,1,-,1,1,-,1,-,-,-,-,-,1,-,-,-,-,-,5
350995 Canas,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,3,-,-,6
351000 C�ndido Mota,-,1,2,5,2,1,1,-,4,3,1,-,-,-,1,-,-,2,-,-,23
351020 Cap�o Bonito,-,1,-,5,12,2,-,3,5,7,4,4,3,1,2,2,5,1,2,5,64
351030 Capela do Alto,-,2,-,-,-,-,-,-,1,-,1,1,1,-,2,2,-,-,-,1,11
351040 Capivari,-,1,1,-,-,4,5,3,3,6,6,2,2,2,2,2,1,6,1,4,51
351050 Caraguatatuba,-,21,31,44,46,66,43,69,43,43,68,25,44,39,34,27,21,27,39,35,765
351060 Carapicu�ba,2,21,42,51,70,138,74,100,76,97,98,78,65,71,19,45,45,20,12,44,1168
351070 Cardoso,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3
351080 Casa Branca,-,-,2,-,1,2,-,2,-,-,3,1,1,-,-,2,-,1,-,2,17
351100 Castilho,-,-,1,3,-,-,2,1,-,-,-,1,-,-,2,4,1,3,-,-,18
351110 Catanduva,-,2,4,7,4,1,2,5,6,7,9,8,5,3,5,1,5,7,5,9,95
351120 Catigu�,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
351130 Cedral,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,3
351140 Cerqueira C�sar,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
351150 Cerquilho,-,-,-,1,-,2,-,-,-,1,2,1,2,3,3,-,2,2,2,-,21
351160 Ces�rio Lange,-,-,-,-,1,-,-,-,2,1,-,-,3,-,-,-,-,-,-,1,8
351170 Charqueada,-,-,1,-,-,1,-,-,2,-,-,-,-,-,-,-,4,-,1,1,10
355720 Chavantes,-,-,-,-,-,2,-,-,1,-,-,1,1,-,-,-,-,-,1,-,6
351190 Clementina,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,3
351200 Colina,-,-,1,-,-,-,-,1,1,4,2,1,-,-,-,-,-,-,-,-,10
351210 Col�mbia,-,-,-,1,-,1,-,-,-,-,-,-,2,-,-,1,1,-,1,-,7
351220 Conchal,-,3,1,2,1,2,2,-,-,2,3,-,1,3,-,2,-,4,3,-,29
351230 Conchas,-,-,1,2,-,3,-,1,-,-,1,-,3,1,-,1,-,5,-,1,19
351240 Cordeir�polis,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,1,-,-,-,1,6
351250 Coroados,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,1,-,-,-,4
351260 Coronel Macedo,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2
351270 Corumbata�,-,-,-,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,5
351280 Cosm�polis,-,5,4,6,13,7,13,8,10,10,-,4,8,3,3,6,2,6,12,8,128
351290 Cosmorama,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2
